Price
134.446
134.42
134.412
134.437
134.439
134.422
134.442
134.433
134.422
134.423
134.418
134.421
134.434
134.437
134.439
134.44
134.441
134.435
134.419
134.412
134.409
134.409
134.404
134.395
134.394
134.394
134.397
134.413
134.411
134.413
134.413
134.412
134.409
134.408
134.414
134.436
134.441
134.446
134.447
134.449
134.448
134.449
134.444
134.452
134.445
134.447
134.449
134.446
134.449
134.448
134.449
134.445
134.461
134.467
134.463
134.467
134.468
134.468
134.467
134.462
134.462
134.469
134.469
134.469
134.469
134.461
134.465
134.466
134.465
134.46
134.466
134.457
134.461
134.461
134.461
134.466
134.461
134.456
134.456
134.456
134.436
134.449
134.449
134.431
134.449
134.449
134.449
134.449
134.438
134.449
134.449
134.449
134.449
134.449
134.447
134.449
134.439
134.449
134.449
134.449
134.449
134.439
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.448
134.449
134.449
134.449
134.448
134.449
134.449
134.448
134.449
134.449
134.448
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.445
134.445
134.445
134.435
134.444
134.449
134.437
134.449
134.449
134.449
134.448
134.445
134.443
134.445
134.445
134.445
134.445
134.449
134.449
134.449
134.449
134.447
134.447
134.447
134.447
134.447
134.442
134.441
134.44
134.446
134.44
134.446
134.446
134.449
134.449
134.449
134.449
134.445
134.449
134.449
134.442
134.445
134.445
134.449
134.449
134.449
134.449
134.446
134.446
134.449
134.443
134.447
134.446
134.449
134.449
134.442
134.449
134.449
134.431
134.449
134.449
134.447
134.442
134.446
134.446
134.44
134.439
134.438
134.44
134.432
134.435
134.446
134.445
134.446
134.446
134.442
134.44
134.439
134.447
134.445
134.445
134.439
134.439
134.437
134.436
134.436
134.442
134.436
134.449
134.449
134.449
134.449
134.442
134.449
134.449
134.449
134.448
134.449
134.449
134.447
134.449
134.449
134.449
134.437
134.449
134.449
134.449
134.437
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.449
134.444
134.449
134.449
134.449
134.449
134.44
134.442
134.433
134.439
134.441
134.437
134.435
134.433
134.431
134.43
134.429
134.428
134.427
134.427
134.427
134.441
134.44
134.439
134.441
134.44
134.438
134.437
134.44
134.441
134.438
134.437
134.441
134.44
134.438
134.441
134.436
134.431
134.445
134.441
134.442
134.444
134.445
134.446
134.444
134.441
134.446
134.447
134.446
134.441
134.446
134.447
134.448
134.447
134.448
134.441
134.445
134.441
134.447
134.446
134.447
134.441
134.445
134.447
134.444
134.442
134.448
134.442
134.448
134.444
134.448
134.447
134.448
134.443
134.442
134.444
134.447
134.448
134.443
134.448
134.446
134.442
134.44
134.439
134.443
134.448
134.447
134.448
134.447
134.446
134.442
134.449
134.443
134.448
134.442
134.448
134.442
134.447
134.444
134.442
134.438
134.435
134.433
134.432
134.43
134.44
134.447
134.448
134.442
134.448
134.445
134.448
134.442
134.45
134.444
134.449
134.443
134.449
134.445
134.44
134.446
134.44
134.446
134.45
134.446
134.445
134.452
134.45
134.444
134.443
134.448
134.441
134.447
134.446
134.447
134.446
134.447
134.446
134.447
134.444
134.447
134.445
134.447
134.446
134.453
134.444
134.45
134.448
134.444
134.45
134.444
134.443
134.447
134.449
134.448
134.449
134.443
134.449
134.448
134.449
134.447
134.449
134.446
134.449
134.443
134.449
134.448
134.449
134.444
134.45
134.449
134.45
134.444
134.45
134.447
134.452
134.448
134.442
134.448
134.447
134.443
134.449
134.443
134.449
134.448
134.449
134.448
134.449
134.448
134.449
134.448
134.449
134.443
134.448
134.447
134.448
134.447
134.448
134.445
134.448
134.447
134.448
134.447
134.448
134.443
134.449
134.443
134.449
134.448
134.443
134.449
134.443
134.451
134.445
134.446
134.451
134.445
134.449
134.446
134.448
134.446
134.448
134.442
134.447
134.448
134.447
134.453
134.447
134.441
134.446
134.441
134.439
134.441
134.436
134.437
134.436
134.438
134.437
134.443
134.447
134.443
134.449
134.443
134.444
134.441
134.44
134.439
134.436
134.448
134.446
134.445
134.44
134.448
134.447
134.441
134.438
134.45
134.444
134.446
134.45
134.448
134.447
134.444
134.451
134.45
134.444
134.448
134.444
134.453
134.447
134.445
134.447
134.441
134.452
134.446
134.445
134.446
134.452
134.444
134.45
134.444
134.442
134.441
134.444
134.441
134.45
134.444
134.451
134.445
134.452
134.446
134.453
134.448
134.443
134.449
134.443
134.448
134.443
134.448
134.446
134.448
134.444
134.437
134.436
134.448
134.442
134.447
134.454
134.448
134.446
134.448
134.447
134.448
134.446
134.448
134.447
134.446
134.448
134.447
134.445
134.438
134.444
134.448
134.447
134.448
134.447
134.445
134.444
134.441
134.442
134.437
134.439
134.447
134.453
134.447
134.445
134.443
134.442
134.447
134.446
134.447
134.445
134.447
134.446
134.449
134.446
134.452
134.445
134.452
134.446
134.441
134.451
134.447
134.445
134.442
134.44
134.437
134.435
134.448
134.442
134.439
134.438
134.447
134.453
134.446
134.451
134.444
134.443
134.442
134.445
134.451
134.449
134.441
134.438
134.442
134.439
134.442
134.449
134.448
134.449
134.444
134.449
134.447
134.445
134.438
134.437
134.436
134.437
134.434
134.431
134.43
134.427
134.426
134.432
134.43
134.426
134.424
134.421
134.42
134.438
134.45
134.456
134.45
134.447
134.446
134.445
134.444
134.443
134.444
134.45
134.447
134.445
134.45
134.448
134.447
134.446
134.447
134.446
134.45
134.447
134.446
134.45
134.447
134.446
134.445
134.449
134.447
134.446
134.444
134.441
134.439
134.445
134.451
134.445
134.446
134.447
134.442
134.447
134.446
134.444
134.446
134.444
134.446
134.445
134.446
134.444
134.443
134.446
134.445
134.443
134.446
134.445
134.446
134.447
134.446
134.445
134.45
134.444
